# long range Heisenberg model
# L = 18, J = 1.0, Delta = 0.50, Alpha = 2.0
# Contribution of Si to the sum rule for spin conductivity vs corresponding frequency
# omega_i, Si  

54862.9 8.3044946739886866E-025
44417.9 8.2502040461222341E-025
62780.8 8.2139120885609487E-025
68769.9 8.2004429571287849E-025
32084.1 8.1608554134795374E-025
17312.6 8.0822665175663946E-025
22845.3 8.0457099724083143E-025
50114.8 8.0011354427807236E-025
45900.5 7.9730193871131665E-025
22298.3 7.9405105125415297E-025
41997.6 7.9062042673703674E-025
41603.9 7.8602746787078535E-025
29805 7.7968369806836789E-025
32969.5 7.7475550892072731E-025
34410.2 7.6773166942452278E-025
53111.3 7.5851522767810010E-025
43943.3 7.5246149162186269E-025
31185.9 7.5074354297965348E-025
57223 7.4940897090093358E-025
15182.3 7.4758166101619205E-025
64894.1 7.4304997594080168E-025
55066.5 7.3568189290823357E-025
37502.1 7.3439645284896104E-025
45638.2 7.3331562704877534E-025
31128.2 7.2937968499286764E-025
62306 7.2671303500213375E-025
49155.9 7.2491808937412901E-025
42728.2 7.2130012952817065E-025
41001.5 7.1676082838369364E-025
16835.3 7.1063300240316151E-025
27037.9 7.0301607088498000E-025
68492.4 6.9996505675278221E-025
29931.2 6.9431232531604506E-025
37931.3 6.8972421532807249E-025
63926.6 6.8732336208031010E-025
28165.2 6.8532104932985801E-025
42783.5 6.8424425591407168E-025
43045.9 6.8152404838817120E-025
11847.6 6.7994808598047749E-025
59852 6.7665085895660935E-025
42749.8 6.7220606456665073E-025
37805.1 6.6832549831167015E-025
64607.2 6.6649022516540641E-025
22036 6.6261479306217695E-025
26091.3 6.5641172473751533E-025
61975.2 6.4972318515659541E-025
31336.3 6.4549192927651158E-025
34962.6 6.4124752543887879E-025
43001.6 6.3974222618287037E-025
52151 6.3772009017192048E-025
38019.8 6.3706750062131224E-025
38490.4 6.3187716744106444E-025
20923.5 6.2772664916657170E-025
49496 6.2403385832048403E-025
57406.4 6.2090192982530316E-025
35617.3 6.1888796545522392E-025
17410.2 6.1703171802124357E-025
19072.5 6.1382645442119866E-025
29539.3 6.1108649699150992E-025
50010.5 6.0886151945501116E-025
60800.2 6.0621439038981602E-025
36099.4 6.0414681458874361E-025
51391.2 6.0207104468103959E-025
48412.2 5.9753898913039166E-025
23467.4 5.9355181415897213E-025
37747.3 5.8580774959694214E-025
35213.6 5.7980334388751186E-025
27734.4 5.7891751769897326E-025
45565.3 5.7757725071207147E-025
48739.3 5.7468815627952165E-025
41582.5 5.7194121604719260E-025
41027.7 5.6600706619922915E-025
43997.4 5.6294656384645728E-025
47329.3 5.5939446866480070E-025
62755.6 5.5649226996154475E-025
35216 5.5171981711905666E-025
40195.7 5.4471185972942722E-025
37928.1 5.4278559764672445E-025
43387.1 5.3876832601920553E-025
69224.8 5.3376903198935750E-025
45009.2 5.3249870049788747E-025
82288.7 5.2751750054951220E-025
48308.4 5.2556809216509934E-025
52028.4 5.1952882934181191E-025
55438 5.1588995925744944E-025
27986.4 5.1282793754224634E-025
38021.8 5.0421857883963545E-025
61039.5 5.0235520187192786E-025
38433.2 5.0070783839842526E-025
39444.7 4.9811406636831123E-025
45935.1 4.9594988715077928E-025
50547.1 4.9164358979075853E-025
27742.4 4.9025903901015381E-025
53370.1 4.8927393191837336E-025
62810.3 4.8877282050263680E-025
41218.7 4.8590280865523846E-025
59662.3 4.8234575217570834E-025
41288.5 4.8066208779577804E-025
31810.2 4.7966569253937756E-025
48164.9 4.7617614484242453E-025
58747.7 4.7193555553530428E-025
17366.4 4.6241325710092795E-025
34943.4 4.5940919218733204E-025
49579.1 4.5632223807817746E-025
41440.5 4.5380513486371232E-025
35118.5 4.5105520169327986E-025
45986.9 4.4833050567641982E-025
40506.4 4.4724679865295441E-025
80539.1 4.4344881400844503E-025
66041.9 4.4110787284608415E-025
72636.3 4.3936127270131390E-025
57312.8 4.3817232432339708E-025
44200.6 4.3465624560584544E-025
45137.2 4.3271698023901919E-025
37872.3 4.3060288078575518E-025
57643.2 4.2827265534820487E-025
46739.7 4.2712074098696368E-025
38340.8 4.2660064996532970E-025
36985.7 4.2303296871633094E-025
37919.7 4.1873024981878098E-025
36257.3 4.1604671635951573E-025
56563.6 4.1439478681718165E-025
57299 4.0867312215238697E-025
75673.9 4.0804566120688642E-025
43173.1 4.0631469424392695E-025
61491.3 4.0362148041169970E-025
50884.7 4.0171879482891430E-025
32133 4.0060537802157818E-025
